clientDevice,0.135752688172043
transaction,0.11424731182795698
gameStarted,0.05510752688172043
missionCompleted,0.03763440860215054
newPlayer,0.036290322580645164
missionFailed,0.01478494623655914
levelUp,0.01478494623655914
missionStarted,0.012096774193548387
adRequest,0.010752688172043012
uiInteraction,0.010752688172043012
appsFlyerAttribution,0.009408602150537635
matchSummary,0.008064516129032258
engageResponse,0.008064516129032258
achievement,0.008064516129032258
notificationOpened,0.008064516129032258
missionAbandoned,0.006720430107526882
notificationServices,0.006720430107526882
adShow,0.006720430107526882
taskCompleted,0.005376344086021506
matchLost,0.005376344086021506
gameEnded,0.005376344086021506
socialConnect,0.005376344086021506
matchWon,0.004032258064516129
outOfGameSend,0.004032258064516129
itemCollected,0.004032258064516129
itemActioned,0.004032258064516129
matchStarted,0.004032258064516129
charactorCreated,0.004032258064516129
giftSent,0.004032258064516129
chat,0.002688172043010753
inviteSent,0.002688172043010753
tournamentWon,0.002688172043010753
options,0.002688172043010753
giftReceived,0.002688172043010753
ftueData,0.002688172043010753
questStarted,0.002688172043010753
matchEnd,0.002688172043010753
tutorial,0.002688172043010753
featureUnlocked,0.002688172043010753
adBanner,0.002688172043010753
abTest,0.002688172043010753
shopEntered,0.002688172043010753
sessionEnd,0.002688172043010753
rateUs,0.002688172043010753
battleEnd,0.002688172043010753
matchResult,0.002688172043010753
levelPlayed,0.002688172043010753
login,0.002688172043010753
levelStarted,0.002688172043010753
adClosed,0.002688172043010753
adShown,0.002688172043010753
sendRegistration,0.0013440860215053765
sessionStart,0.0013440860215053765
framerate,0.0013440860215053765
ftueLandmark,0.0013440860215053765
pvpCompleted,0.0013440860215053765
userRaceProgression,0.0013440860215053765
missionProgressEvent,0.0013440860215053765
teamAdd,0.0013440860215053765
fishingLureThrown,0.0013440860215053765
level_played,0.0013440860215053765
buySecondSymptomState,0.0013440860215053765
ftueInteraction,0.0013440860215053765
viewClosed,0.0013440860215053765
purchaseCancelled,0.0013440860215053765
fc_unbox,0.0013440860215053765
buttonAction,0.0013440860215053765
close,0.0013440860215053765
cubesCollected,0.0013440860215053765
kill,0.0013440860215053765
tutorial_27_heli,0.0013440860215053765
lobbyLoaded,0.0013440860215053765
gemsTransaction,0.0013440860215053765
powerup,0.0013440860215053765
periodicBonusCollected,0.0013440860215053765
analyticsInitialised,0.0013440860215053765
treasure,0.0013440860215053765
characterCreated,0.0013440860215053765
app_start,0.0013440860215053765
localPushScheduled,0.0013440860215053765
playerDied,0.0013440860215053765
leagueRoundPlay,0.0013440860215053765
specialOffer,0.0013440860215053765
level_19_reached,0.0013440860215053765
nameChoice,0.0013440860215053765
gain_gem,0.0013440860215053765
load_time,0.0013440860215053765
menuShown,0.0013440860215053765
playerSwiped,0.0013440860215053765
featureUsed,0.0013440860215053765
chosendateevent,0.0013440860215053765
gameOver,0.0013440860215053765
userStatsUpdated,0.0013440860215053765
loading,0.0013440860215053765
viewGoldShop,0.0013440860215053765
missionOpened,0.0013440860215053765
pvpRatingChanged,0.0013440860215053765
actionFTUE17,0.0013440860215053765
adInterstitial,0.0013440860215053765
challengeEntered,0.0013440860215053765
raceCompleted,0.0013440860215053765
pgsConnection,0.0013440860215053765
updateFinish,0.0013440860215053765
endDLC,0.0013440860215053765
publicChatOpened,0.0013440860215053765
minigameFinished,0.0013440860215053765
heroStatus,0.0013440860215053765
appLoading,0.0013440860215053765
battleAbandoned,0.0013440860215053765
resultCombatLand,0.0013440860215053765
scene_switched,0.0013440860215053765
ftueStepComplete,0.0013440860215053765
raidEntry,0.0013440860215053765
purchaseInCoins,0.0013440860215053765
newScore,0.0013440860215053765
tutLevelUp,0.0013440860215053765
monsterMissionSummary,0.0013440860215053765
sceneLoaded,0.0013440860215053765
cofre_mapa,0.0013440860215053765
transactionFail,0.0013440860215053765
rewarditem,0.0013440860215053765
battleSend,0.0013440860215053765
coinAward,0.0013440860215053765
app_rating,0.0013440860215053765
nodeLost,0.0013440860215053765
tournamentEnded,0.0013440860215053765
resetCareer,0.0013440860215053765
otaProgress,0.0013440860215053765
missionFinished,0.0013440860215053765
email,0.0013440860215053765
spinEvent,0.0013440860215053765
wentToGriddition,0.0013440860215053765
runCompleted,0.0013440860215053765
shopClicked,0.0013440860215053765
crv,0.0013440860215053765
tallyDetails,0.0013440860215053765
fc_timeLimitedOffer,0.0013440860215053765
ad_video_view_started,0.0013440860215053765
clanChat,0.0013440860215053765
codeEntryFail,0.0013440860215053765
coinLimitIncreased,0.0013440860215053765
useGUI,0.0013440860215053765
offlineCoinsGained,0.0013440860215053765
battleEvent,0.0013440860215053765
salonItemPurchased,0.0013440860215053765
upgradePlane,0.0013440860215053765
adStart,0.0013440860215053765
playerSpinMAFIA,0.0013440860215053765
panelCreated,0.0013440860215053765
userSignUp,0.0013440860215053765
economyAssigned,0.0013440860215053765
mowEnd,0.0013440860215053765
gameplay_pressHelpButton,0.0013440860215053765
modifierSpawned,0.0013440860215053765
interstitial,0.0013440860215053765
item_init_purchase_oracle,0.0013440860215053765
buygold,0.0013440860215053765
buildingCollect,0.0013440860215053765
daily,0.0013440860215053765
pogRequestSent,0.0013440860215053765
start_page_loadingStart1,0.0013440860215053765
fd_dailyMissionCompleted,0.0013440860215053765
appsFlyer,0.0013440860215053765
tutorialJunkSaved1,0.0013440860215053765
roomBetSuccess,0.0013440860215053765
playerLevelUp,0.0013440860215053765
evolution,0.0013440860215053765
missionOutOfPossibleMoves,0.0013440860215053765
bingoRoundPlayed,0.0013440860215053765
puzzleCreationStarted,0.0013440860215053765
